depth	method	seed1	seed2	n_cells	percent_agreement	adjusted_rand_index	cohen_kappa	n_cell_types	rep1_vs_original_percent_agreement	rep1_vs_original_ari	rep2_vs_original_percent_agreement	rep2_vs_original_ari
50	scvi	42	123	1979	0.4315310763011622	0.03728693551000868	0.16446151935056663	17	0.20111167256189996	0.0567381738719823	0.1773623041940374	0.030441324786402
